"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM"
"2024","Quinnipiac",71.5867,40,71.3952,27,106.183,153,105.154,199,99.8313,44,106.002,173,-0.847634,172
"2024","Radford",65.0953,340,63.5864,348,107.523,124,107.438,149,110.813,311,112.375,309,-4.93771,227
"2024","Rhode Island",68.9629,143,68.7785,106,104.102,208,106.687,166,111.721,324,110.534,261,-3.84684,206
"2024","Rice",67.5802,235,65.9028,274,103.84,214,106.561,169,111.593,322,111.654,294,-5.09321,229
"2024","Richmond",67.4379,247,66.8409,230,105.962,162,107.227,156,98.1099,25,98.1435,34,9.08331,89
"2024","Rider",68.5772,164,68.0682,146,102.133,245,102.819,242,104.006,150,107.499,201,-4.6803,225
"2024","Robert Morris",68.4621,176,67.0707,211,103.745,217,101.823,258,111.151,318,113.372,328,-11.5489,307
"2024","Rutgers",68.5627,167,67.9098,154,94.833,341,99.3921,298,96.7237,12,91.8347,5,7.55743,100
"2024","Sacramento St.",64.7641,345,64.042,341,99.0451,295,98.1575,310,110.3,300,111.158,281,-13.0009,314
"2024","Sacred Heart",70.1596,81,69.3171,79,103.859,212,102.076,253,104.168,158,112.166,303,-10.0902,293
"2024","Saint Francis",66.4176,283,65.4917,305,94.9292,339,94.4034,345,110.622,306,116.662,355,-22.2582,354
"2024","Saint Joseph's",68.5894,160,68.5201,125,109.399,93,110.572,94,102.144,97,102.879,108,7.69301,99
"2024","Saint Louis",69.4492,113,69.4515,75,106.808,140,111.533,86,115.155,355,114.367,342,-2.83376,199
"2024","Saint Mary's",63.5953,353,62.4699,357,114.234,23,114.461,46,93.9208,3,95.0344,15,19.4263,20
"2024","Saint Peter's",65.2123,338,64.0786,339,98.7077,301,98.4151,306,97.5472,22,101.442,87,-3.02659,201
"2024","Sam Houston St.",68.8134,150,67.6075,170,103.162,226,106.018,180,100.865,70,103.746,126,2.27191,142
"2024","Samford",73.9189,7,72.8415,8,113.958,26,113.617,57,101.424,80,103.584,122,10.0329,81
"2024","San Diego",71.9589,33,71.1751,32,100.878,266,100.591,277,108.149,255,107.567,204,-6.97516,256
"2024","San Diego St.",66.8448,271,66.1648,267,108.426,110,113.378,62,99.0322,34,94.0161,11,19.3615,22
"2024","San Francisco",68.0159,208,67.3756,193,111.688,47,110.451,100,97.3055,17,98.4011,37,12.0497,65
"2024","San Jose St.",65.9386,309,65.8423,278,102.543,241,105.825,185,113.306,342,112.005,298,-6.17994,248
"2024","Santa Clara",69.6605,103,69.1871,85,108.576,109,109.805,107,103.769,143,104.106,134,5.69864,109
"2024","Seattle",68.3523,185,66.9481,222,104.69,193,105.922,182,96.4204,10,99.4425,53,6.47982,107
"2024","Seton Hall",67.3919,254,66.8246,231,108.08,118,113.092,70,102.69,108,98.067,33,15.0253,50
"2024","Siena",67.125,262,66.0709,270,90.0938,359,90.5291,358,110.872,314,113.354,326,-22.8251,357
"2024","SIU Edwardsville",67.2504,257,67.2118,200,103.174,224,101.288,264,105.505,195,110.978,273,-9.69011,286
"2024","SMU",68.4518,179,67.7074,165,111.391,52,111.888,80,100.545,57,100.76,77,11.1278,72
"2024","South Alabama",69.5863,107,68.3339,132,103.798,215,104.436,213,107.58,246,108.989,237,-4.55299,221
"2024","South Carolina",64.8291,344,63.1784,351,110.618,64,114.913,42,103.505,136,100.511,71,14.4017,54
"2024","South Carolina St.",70.0724,86,68.6726,111,98.7564,300,99.13,300,105.93,205,109.921,249,-10.7913,301
"2024","South Dakota",69.6046,105,68.7773,107,104.81,191,103.066,239,115.022,354,117.079,356,-14.0134,322
"2024","South Dakota St.",68.0533,205,67.9649,153,109.8,86,108.806,128,104.734,174,106.113,175,2.69302,138
"2024","South Florida",68.9606,144,68.1712,139,110.005,76,110.955,89,100.782,65,101.695,91,9.26027,87
"2024","Southeast Missouri St.",70.2532,75,69.1743,87,91.3467,356,91.3234,356,107.805,253,112.65,317,-21.3267,352
"2024","Southeastern Louisiana",66.363,288,64.9143,316,99.6263,284,98.7365,305,107.117,235,110.254,256,-11.5173,306
"2024","Southern",69.4989,111,67.5206,175,97.1302,321,97.2424,320,100.251,50,104.57,143,-7.32793,261
"2024","Southern Illinois",65.2859,334,64.5262,333,108.918,104,109.289,115,103.45,130,104.846,145,4.44244,124
"2024","Southern Indiana",69.6879,102,69.0923,91,95.8048,332,96.0148,334,107.179,236,111.884,296,-15.8688,328
"2024","Southern Miss",69.2217,128,68.1014,143,101.04,262,101.313,263,105.427,191,107.085,195,-5.77179,243
"2024","Southern Utah",70.7627,59,69.628,72,103.096,228,106.049,179,109.419,284,111.782,295,-5.7336,242
"2024","St. Bonaventure",66.0687,303,65.6619,289,109.997,77,111.6,84,103.025,117,104.271,137,7.32919,102
"2024","St. John's",69.5686,109,69.3304,78,113.437,32,119.007,18,103.472,133,99.5961,57,19.4106,21
"2024","St. Thomas",63.4062,354,63.0625,354,110.512,66,107.572,146,102.773,111,105.865,167,1.70719,148
"2024","Stanford",70.9054,55,69.687,71,105.918,163,110.484,97,106.504,219,103.91,128,6.57331,105
"2024","Stephen F. Austin",70.7669,58,69.2831,82,100.455,277,101.988,255,100.051,47,102.638,106,-0.649891,170
"2024","Stetson",66.7071,276,66.4627,252,110.279,70,109.826,106,113.347,344,114.334,341,-4.50865,220
"2024","Stonehill",69.3584,123,67.7119,164,91.0965,357,91.8622,354,110.575,304,114.79,344,-22.9283,359
"2024","Stony Brook",67.4224,251,67.5691,173,106.149,155,106.315,172,105.89,202,106.942,191,-0.626426,168
"2024","Syracuse",71.9314,34,70.7824,39,105.223,179,111.655,83,106.208,213,101.395,85,10.2602,80
"2024","Tarleton St.",67.9108,212,66.9949,216,106.335,147,109.274,116,103.124,121,105.519,159,3.75447,129
"2024","TCU",70.6454,62,69.8366,64,109.815,85,114.71,43,100.432,55,98.6694,44,16.0403,43
"2024","Temple",67.71,225,66.925,226,101.845,251,102.578,244,106.261,215,104.791,144,-2.21289,181
"2024","Tennessee",70.2306,76,69.2933,80,112.184,44,116.821,28,95.8361,7,90.2061,3,26.6147,5
"2024","Tennessee Martin",73.1712,13,72.9695,7,107.464,126,106.589,168,105.484,194,110.786,268,-4.19774,216
"2024","Tennessee St.",68.9388,145,68.4836,127,101.337,260,98.8745,304,104.104,152,108.87,232,-9.99531,291
"2024","Tennessee Tech",66.8799,270,65.6683,288,96.3688,328,96.3003,331,109.396,283,113.056,322,-16.7556,332
"2024","Texas",68.2458,193,67.4492,186,110.207,73,116.465,31,100.746,64,97.6917,30,18.7729,25
"2024","Texas A&M",67.7278,224,66.5549,246,111.58,50,117.491,26,105.255,185,100.467,68,17.0247,35
"2024","Texas A&M Commerce",67.9104,213,66.2778,262,95.0077,337,94.7073,342,109.146,275,111.472,288,-16.7642,333
"2024","Texas A&M Corpus Chris",70.0709,87,68.9301,98,102.2,244,100.4,278,97.8788,24,102.654,107,-2.25353,182
"2024","Texas Southern",69.1649,131,68.0926,144,99.3774,292,98.888,303,102.28,100,106.742,185,-7.85428,267
"2024","Texas St.",68.0469,206,66.4769,250,98.3977,306,100.67,275,102.666,107,102.604,105,-1.93435,180
"2024","Texas Tech",67.2038,259,66.7829,232,111.632,49,117.449,27,103.122,120,100.125,65,17.324,31
"2024","The Citadel",66.3762,287,65.5682,299,102.995,231,103.077,238,108.571,266,109.997,252,-6.92059,255
"2024","Toledo",70.2208,77,69.4421,76,113.018,34,112.657,75,107.526,244,110.104,255,2.5538,139
"2024","Towson",62.9453,358,62.3441,358,104.409,201,103.457,228,100.804,68,101.691,90,1.76609,146
"2024","Troy",70.5477,65,69.7823,67,107.488,125,107.186,157,101.218,77,103.541,119,3.645,132
"2024","Tulane",73.1791,12,72.7671,11,109.276,96,110.754,92,108.336,261,108.025,211,2.72881,136
"2024","Tulsa",71.342,46,70.6032,43,103.058,229,102.994,240,103.121,119,105.263,152,-2.26896,184
"2024","UAB",68.5763,165,67.8477,158,110.804,60,113.684,56,108.972,271,107.191,198,6.49232,106
"2024","UC Davis",67.8043,220,67.2137,199,103.173,225,102.278,249,100.868,71,103.401,118,-1.12305,177
"2024","UC Irvine",69.5325,110,68.5582,119,109.341,95,109.527,110,98.1821,26,99.5541,56,9.9729,82
"2024","UC Riverside",67.4215,252,67.1134,208,102.568,239,104.671,210,106.904,228,108.882,234,-4.21032,217
"2024","UC San Diego",66.2996,292,65.5818,298,111.328,54,111.838,81,104.156,156,108.1,213,3.73819,130
"2024","UC Santa Barbara",68.5232,170,67.3893,191,105.82,165,106.212,174,105.986,208,109.838,245,-3.62603,205
"2024","UCF",69.3238,124,68.6716,112,102.739,234,107.464,148,97.7992,23,95.6357,21,11.8287,66
"2024","UCLA",64.5961,348,63.1061,353,101.958,249,107.369,152,102.134,96,99.4091,50,7.95948,98
"2024","UMass Lowell",71.8171,37,70.1825,53,106.131,156,106.231,173,99.5746,39,104.92,146,1.31058,153
"2024","UMBC",74.6659,4,73.1872,5,104.62,196,105.015,201,108.309,260,113.351,325,-8.33569,274
"2024","UMKC",67.062,265,66.6573,242,103.235,223,101.254,265,104.565,167,105.35,156,-4.0956,214
"2024","UNC Asheville",69.4386,115,68.2397,137,108.121,117,107.422,151,106.664,221,107.631,206,-0.209104,164
"2024","UNC Greensboro",66.2571,294,64.868,320,109.583,91,109.242,118,105.909,203,107.504,202,1.7379,147
"2024","UNC Wilmington",65.4391,328,65.384,306,113.75,28,113.315,65,107.267,238,108.583,222,4.73274,119
"2024","UNLV",65.2351,336,65.6234,294,108.965,103,113.013,71,105.319,187,102.153,97,10.8601,73
"2024","USC",69.6885,101,68.1868,138,104.817,190,110.483,98,105,178,100.85,78,9.63309,85
"2024","USC Upstate",67.4261,250,67.1919,203,100.228,278,99.9983,291,109.594,288,109.953,250,-9.95444,288
"2024","UT Arlington",72.0241,32,71.0789,34,106.032,160,109.54,109,103.615,140,104.156,136,5.38488,112
"2024","UT Rio Grande Valley",72.7721,19,71.3497,28,92.5937,352,95.5895,336,110.071,295,111.619,293,-16.03,329
"2024","Utah",70.9694,54,70.0266,57,109.901,81,114.619,45,101.986,92,99.2126,47,15.4069,48
"2024","Utah St.",69.2841,127,68.9075,99,112.273,43,115.983,34,103.13,122,101.097,82,14.8861,51
"2024","Utah Tech",71.7239,38,70.4446,48,97.3634,317,99.8847,293,106.95,229,108.696,227,-8.81139,281
"2024","Utah Valley",68.8082,151,67.7168,163,97.7764,312,100.222,283,99.422,36,100.324,66,-0.102026,162
"2024","UTEP",70.3175,73,69.839,63,97.0598,323,98.4044,307,97.3393,19,99.5496,55,-1.14522,178
"2024","UTSA",71.2088,49,70.5987,44,106.085,159,106.958,163,112.703,335,113.688,332,-6.73022,254
"2024","Valparaiso",68.7274,154,68.0044,152,97.1703,319,100.296,280,110.382,301,111.022,276,-10.7257,300
"2024","Vanderbilt",67.8087,219,65.7131,285,99.9254,281,105.179,198,111.731,325,107.436,200,-2.25759,183
"2024","VCU",66.1667,298,65.6373,292,106.199,152,109.21,121,99.8114,43,98.5158,40,10.6943,75
"2024","Vermont",65.3096,332,63.3007,350,106.656,142,106.522,170,97.5309,20,99.9159,61,6.60638,104
"2024","Villanova",64.3105,350,63.626,347,106.88,139,111.416,87,99.6201,40,94.635,13,16.7805,37
"2024","Virginia",61.2557,362,60.1464,362,101.795,254,105.099,200,96.5051,11,93.2989,7,11.8004,68
"2024","Virginia Tech",68.1265,198,68.0064,151,110.289,69,115.808,37,103.925,148,101.726,92,14.0816,58
"2024","VMI",74.6183,5,74.725,2,88.956,360,89.1776,360,113.016,338,111.246,284,-22.0685,353
"2024","Wagner",62.6996,361,61.5516,361,97.8093,311,96.3621,330,100.861,69,106.359,177,-9.99734,292
"2024","Wake Forest",68.8351,148,68.4505,128,112.703,37,117.696,25,101.867,89,99.8023,59,17.8933,28
"2024","Washington",72.0719,30,71.2184,30,110.012,75,115.263,38,105.031,179,102.318,100,12.9459,60
"2024","Washington St.",66.4465,281,64.8449,322,109.886,82,113.231,66,99.6617,41,96.8986,26,16.3329,42
"2024","Weber St.",65.9154,311,65.6857,287,109.83,84,108.598,132,104.597,172,107.679,207,0.918949,156
"2024","West Virginia",68.7147,155,68.5416,123,100.619,273,108.308,140,110.872,313,106.372,178,1.9358,144
"2024","Western Carolina",67.8693,216,66.9337,225,109.357,94,109.232,119,101.721,87,103.548,120,5.68385,110
"2024","Western Illinois",65.9421,308,64.7656,325,99.503,288,97.8634,314,101.336,78,105.896,168,-8.03292,270
"2024","Western Kentucky",75.4206,1,75.2612,1,104.502,199,105.437,193,99.0585,35,102.536,103,2.90063,135
"2024","Western Michigan",68.4724,173,68.5602,117,99.9831,280,99.995,292,108.309,259,111.418,287,-11.423,305
"2024","Wichita St.",69.4098,116,68.0911,145,103.33,222,104.686,209,105.065,180,103.569,121,1.11699,154
"2024","William & Mary",66.3042,291,65.9357,273,102.679,236,100.702,273,111.62,323,114.266,340,-13.5647,319
"2024","Winthrop",67.8926,215,67.0026,215,107.786,121,106.969,160,105.782,200,108.083,212,-1.11367,176
"2024","Wisconsin",65.973,306,65.5067,304,112.317,41,119.223,17,104.573,169,99.1643,46,20.0583,17
"2024","Wofford",67.0921,264,65.6378,291,106.997,137,107.508,147,110.597,305,110.08,254,-2.57252,193
"2024","Wright St.",72.4945,22,71.5624,22,117.424,10,116.051,33,112.877,336,115.252,348,0.798926,158
"2024","Wyoming",67.6936,228,67.2407,197,105.195,180,108.735,130,110.955,315,107.946,210,0.78909,159
"2024","Xavier",71.5081,41,71.1981,31,106.11,158,113.153,69,104.352,162,98.9861,45,14.1671,56
"2024","Yale",65.7861,316,64.9261,315,109.679,87,110.877,91,103.189,125,101.803,93,9.07359,90
"2024","Youngstown St.",70.048,89,68.9861,94,111.127,55,108.341,138,102.358,102,105.323,153,3.01767,134
